date,1. open,2. high,3. low,4. close,5. volume
2017-12-15,98.04,98.49,96.91,97.11,15611141.0
2017-12-18,97.44,98.17,97.36,97.9,7887090.0
2017-12-19,99.78,99.91,98.29,98.8,11995374.0
2017-12-20,99.48,99.65,98.45,98.75,9239719.0
2017-12-21,99.32,99.33,97.98,98.06,6941433.0
2017-12-22,98.14,98.42,97.68,98.21,4873537.0
2017-12-26,98.35,99.44,98.35,99.16,4291767.0
2017-12-27,99.56,99.6,98.8299,99.26,4847733.0
2017-12-28,99.52,99.62,99.12,99.4,9473104.0
2017-12-29,99.4,99.69,98.75,98.75,7118956.0
2018-01-02,99.3,99.79,98.52,98.59,10065263.0
2018-01-03,98.85,100.0,98.77,99.45,8898909.0
2018-01-04,99.54,99.78,98.911,99.54,6805321.0
2018-01-05,99.64,100.38,99.61,100.13,7202992.0
2018-01-08,100.25,101.75,100.21,101.61,8277421.0
2018-01-09,102.03,102.35,100.31,100.39,7296463.0
2018-01-10,99.75,99.89,98.53,99.67,7615940.0
2018-01-11,99.7,100.45,98.78,100.02,6527026.0
2018-01-12,100.39,101.44,100.3,100.87,6907217.0
2018-01-16,101.34,101.91,100.34,100.69,6533775.0
2018-01-17,101.15,102.94,100.7,102.7,8610553.0
2018-01-18,104.74,104.94,103.62,104.3,10421354.0
2018-01-19,104.64,104.93,103.66,104.59,7796758.0
2018-01-22,104.5,105.45,104.04,105.45,5924182.0
2018-01-23,105.29,106.145,104.57,105.9,8161721.0
2018-01-24,106.35,106.44,104.82,105.79,6038503.0
2018-01-25,105.85,106.805,105.85,106.6,5819649.0
2018-01-26,107.0,108.41,106.68,108.39,6226618.0
2018-01-29,108.11,109.98,107.99,109.55,8156884.0
2018-01-30,109.14,109.3648,107.151,107.73,8235133.0
2018-01-31,107.77,108.18,106.07,106.6,9717276.0
2018-02-01,105.96,106.56,105.18,105.52,6267558.0
2018-02-02,105.15,106.47,104.15,104.48,8110725.0
2018-02-05,103.4,104.61,97.09,100.09,11734951.0
2018-02-06,97.64,101.08,97.25,100.9,15393215.0
2018-02-07,100.5,104.59,100.01,102.85,10705874.0
2018-02-08,103.23,103.48,100.0,100.02,13848475.0
2018-02-09,100.53,101.1,96.43,99.37,14131046.0
2018-02-12,100.13,100.445,98.8,99.55,8996723.0
2018-02-13,99.33,101.22,99.33,100.98,6602126.0
2018-02-14,100.86,102.25,100.21,101.7,7285595.0
2018-02-15,102.55,103.64,101.83,103.23,7452261.0
2018-02-16,103.09,104.94,101.9818,104.78,15901913.0
2018-02-20,96.99,97.94,94.1,94.11,50927197.0
2018-02-21,95.11,95.34,91.2401,91.52,49076400.0
2018-02-22,91.43,93.39,91.31,92.77,20165244.0
2018-02-23,92.88,93.49,91.76,92.89,12648314.0
2018-02-26,92.9,93.8,92.22,93.12,13846263.0
2018-02-27,93.63,93.72,91.51,91.52,13176541.0
2018-02-28,92.0,92.1,90.0,90.01,14027170.0
2018-03-01,90.17,90.18,87.7101,89.08,18680271.0
